model,day,split,sq,n,abs,sq_liquid,n_liquid,sq_illiquid,n_illiquid,call_sq,call_n,call_oob,call_oob_spread_sum,butterfly_pct,calendar_pct
prior,802,extrap_100,1.8988105721175044,2959.0,38.996637023985386,0.788348721612961,1419.0,1.1104618505045434,1540.0,0.006319141438803915,2959.0,2797.0,9537.104455889787,0.9465855307640297,0.4411764705882353
prior,803,extrap_100,1.8500613855565322,3064.0,38.3825594112277,1.2867705889516792,1319.0,0.563290796604853,1745.0,0.010377454052273114,3064.0,2703.0,12395.578674685508,1.1422976501305484,1.0588235294117647
prior,804,extrap_100,0.23663384624090705,3061.0,16.113347090780735,0.12059588734545851,1311.0,0.11603795889544855,1750.0,0.0012682092162627687,3061.0,2271.0,4667.308123466302,0.9474028095393662,0.23255813953488372
prior,805,extrap_100,0.3942000142584103,3019.0,23.888458378612995,0.1862742532834799,1302.0,0.20792576097493037,1717.0,0.006815246786405278,3019.0,2568.0,7170.795333640614,0.7628524046434494,0.0
prior,806,extrap_100,1.3821843435667072,3063.0,24.61318089067936,0.41857763669282494,1314.0,0.9636067068738818,1749.0,0.002929311224177417,3063.0,2654.0,6109.6731402095675,1.0787839163125204,0.0
prior,807,extrap_100,1.765154060475,3040.0,25.87479306012392,1.3388017361494873,1284.0,0.4263523243255129,1756.0,0.005077763053927892,3040.0,2461.0,10299.539283079393,0.7894736842105263,0.9011627906976745
prior,808,extrap_100,0.7430490621195892,3099.0,25.35102077573538,0.4712983959178106,1323.0,0.2717506662017787,1776.0,0.004238275483862295,3099.0,2318.0,6339.933321460437,1.1301259283177267,0.2647058823529412
prior,809,extrap_100,0.5074122921734618,3120.0,26.398795008659363,0.30314112388108294,1300.0,0.2042711682923789,1820.0,0.006906328793282037,3120.0,2679.0,8908.921246655356,0.8012820512820513,0.6470588235294118
prior,810,extrap_100,0.9427320295395516,3057.0,30.205401986837387,0.43075817202129507,1317.0,0.5119738575182566,1740.0,0.005585192307999164,3057.0,2627.0,14084.687117875543,0.5564648117839607,1.5116279069767442
prior,811,extrap_100,0.9278735063394146,3065.0,31.600855834782124,0.5962648548443397,1310.0,0.33160865149507496,1755.0,0.005523724478447625,3065.0,2716.0,12856.131264537216,0.7830342577487766,0.4411764705882353
prior,812,extrap_100,0.28681588296744787,3031.0,19.233012974262238,0.1629905557333695,1433.0,0.12382532723407835,1598.0,0.004198097525601419,3031.0,2261.0,7229.337472543851,0.6272697259821723,0.9883720930232558
prior,813,extrap_100,5.806583486554749,3094.0,73.06584271043539,3.916846086382389,1434.0,1.889737400172361,1660.0,0.018807340569726716,3094.0,2771.0,19452.06631263628,0.7761966364812419,1.3662790697674418
